NAME,state,county,Sex by Age_Estimate!!Total: (B01001_001E),Poverty Status in the Past 12 Months of Families by Family Type by Presence of Related Children Under 18 Years by Age of Related Children_Estimate!!Total: (B17010_001E),Poverty Status in the Past 12 Months of Families by Family Type by Presence of Related Children Under 18 Years by Age of Related Children_Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family: (B17010_003E),Poverty Status in the Past 12 Months of Families by Family Type by Presence of Related Children Under 18 Years by Age of Related Children_Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!With related children of the householder under 18 years: (B17010_004E),"Poverty Status in the Past 12 Months of Families by Family Type by Presence of Related Children Under 18 Years by Age of Related Children_Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other family:!!Male householder, no spouse present:!!With related children of the householder under 18 years: (B17010_011E)","Poverty Status in the Past 12 Months of Families by Family Type by Presence of Related Children Under 18 Years by Age of Related Children_Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other family:!!Female householder, no spouse present: (B17010_016E)","Poverty Status in the Past 12 Months of Families by Family Type by Presence of Related Children Under 18 Years by Age of Related Children_Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other family:!!Female householder, no spouse present:!!With related children of the householder under 18 years: (B17010_017E)",Poverty Status in the Past 12 Months of Families by Family Type by Presence of Related Children Under 18 Years by Age of Related Children_Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family: (B17010_023E),Poverty Status in the Past 12 Months of Families by Family Type by Presence of Related Children Under 18 Years by Age of Related Children_Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!With related children of the householder under 18 years: (B17010_024E),"Poverty Status in the Past 12 Months of Families by Family Type by Presence of Related Children Under 18 Years by Age of Related Children_Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other family:!!Male householder, no spouse present:!!With related children of the householder under 18 years: (B17010_031E)","Poverty Status in the Past 12 Months of Families by Family Type by Presence of Related Children Under 18 Years by Age of Related Children_Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other family:!!Female householder, no spouse present: (B17010_036E)","Poverty Status in the Past 12 Months of Families by Family Type by Presence of Related Children Under 18 Years by Age of Related Children_Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other family:!!Female householder, no spouse present:!!With related children of the householder under 18 years: (B17010_037E)",Family Type by Presence and Age of Own Children Under 18 Years_Estimate!!Total: (B11003_001E),Family Type by Presence and Age of Own Children Under 18 Years_Estimate!!Total:!!Married-couple family: (B11003_002E),Family Type by Presence and Age of Own Children Under 18 Years_Estimate!!Total:!!Married-couple family:!!With own children of the householder under 18 years: (B11003_003E),Family Type by Presence and Age of Related Children Under 18 Years_Estimate!!Total: (B11004_001E),Family Type by Presence and Age of Related Children Under 18 Years_Estimate!!Total:!!Married-couple family: (B11004_002E),Family Type by Presence and Age of Related Children Under 18 Years_Estimate!!Total:!!Married-couple family:!!With related children of the householder under 18 years: (B11004_003E),Poverty Status in the Past 12 Months by Household Type by Age of Householder_Estimate!!Total:!!Income in the past 12 months below poverty level: (B17017_002E),Poverty Status in the Past 12 Months by Household Type by Age of Householder_Estimate!!Total:!!Income in the past 12 months below poverty level:!!Family households:!!Married-couple family: (B17017_004E),"Poverty Status in the Past 12 Months by Household Type by Age of Householder_Estimate!!Total:!!Income in the past 12 months below poverty level:!!Family households:!!Other family:!!Female householder, no spouse present: (B17017_015E)",Poverty Status in the Past 12 Months by Household Type by Age of Householder_Estimate!!Total:!!Income in the past 12 months below poverty level:!!Family households:!!Other family: (B17017_009E),Poverty Status in the Past 12 Months by Household Type by Age of Householder_Estimate!!Total:!!Income in the past 12 months below poverty level:!!Nonfamily households: (B17017_020E),Poverty Status in the Past 12 Months by Household Type by Age of Householder_Estimate!!Total:!!Income in the past 12 months at or above poverty level: (B17017_031E),Poverty Status in the Past 12 Months by Household Type by Age of Householder_Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Family households:!!Married-couple family: (B17017_033E),Poverty Status in the Past 12 Months by Household Type by Age of Householder_Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Family households:!!Other family: (B17017_038E),"Poverty Status in the Past 12 Months by Household Type by Age of Householder_Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Family households:!!Other family:!!Female householder, no spouse present: (B17017_044E)",Poverty Status in the Past 12 Months by Household Type by Age of Householder_Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Nonfamily households: (B17017_049E),Non-married-couple households below poverty level,Non-married-couple households at or above poverty level,Non-married households with 1+ kids below poverty level,Non-married households with 1+ kids at or above poverty level,Married Couple Household Poverty Rate,Non-Married Household Poverty Rate,Married Couple With 1+ Kids Poverty Rate,Non-Married Household With 1+ Kids Poverty Rate,Non-Married/Married Household Poverty Rate Difference,Non-Married Household With 1+ Kids/Married Household With 1+ Kids Poverty Rate Difference,Non-Married/Married Household Poverty Rate Ratio,Non-Married Household With 1+ Kids/Married Household With 1+ Kids Poverty Rate Ratio
"Autauga County, Alabama",01,001,58761,15363,707,321,50,509,393,11182,4931,404,2219,1088,15363,11889,5027,15363,11889,5252,2396,707,509,571,1118,19912,11182,2903,2219,5827,1689,8730,443,1492,0.059466733955757425,0.16210768787791535,0.06111957349581112,0.2289405684754522,0.10264095392215793,0.16782099497964106,2.7260230568324406,3.745781512875623
"Baldwin County, Alabama",01,003,233420,61277,1840,939,519,1888,1521,49179,17444,1393,5537,2962,61277,51019,16575,61277,51019,18383,10315,1840,1888,2473,6002,80487,49179,7785,5537,23523,8475,31308,2040,4355,0.036064995393872874,0.21303069150139506,0.05107980199096992,0.3189992181391712,0.1769656961075222,0.2679194161482013,5.906854809624822,6.245114618799131
"Barbour County, Alabama",01,005,24877,5722,236,115,31,875,721,3195,1126,186,938,521,5722,3431,1089,5722,3431,1241,2169,236,875,957,976,6847,3195,1334,938,2318,1933,3652,752,707,0.06878461090061207,0.3461056401074306,0.0926672038678485,0.5154215215901302,0.27732102920681856,0.4227543177222817,5.031730725460146,5.56207050689871
"Bibb County, Alabama",01,007,22251,4871,226,154,69,449,426,3391,1136,213,305,225,4871,3617,1069,4871,3617,1290,1569,226,449,568,775,5647,3391,686,305,1570,1343,2256,495,438,0.0624827204865911,0.3731592108919144,0.11937984496124031,0.5305466237942122,0.3106764904053233,0.4111667788329719,5.972198521221479,4.444189251263206
"Blount County, Alabama",01,009,59077,15416,895,540,78,506,385,11171,4471,445,1853,1132,15416,12066,4415,15416,12066,5011,3469,895,506,674,1900,18157,11171,2676,1853,4310,2574,6986,463,1577,0.07417536880490636,0.26924686192468616,0.10776292157254042,0.2269607843137255,0.1950714931197798,0.11919786274118507,3.6298688670204053,2.1061120188816265
"Bullock County, Alabama",01,011,10328,2248,192,168,0,271,260,992,315,160,530,326,2248,1184,426,2248,1184,483,1000,192,271,304,504,2450,992,760,530,698,808,1458,260,486,0.16216216216216217,0.35657546337157986,0.34782608695652173,0.3485254691689008,0.1944133012094177,0.0006993822123790849,2.1988820241247424,1.00201072386059
"Butler County, Alabama",01,013,18981,4620,334,192,19,428,357,2907,890,72,755,417,4620,3241,907,4620,3241,1082,1372,334,428,474,564,5759,2907,905,755,1947,1038,2852,376,489,0.10305461277383524,0.2668380462724936,0.17744916820702403,0.4346820809248555,0.16378343349865834,0.25723291271783144,2.5892877484106336,2.4496146435452792
"Calhoun County, Alabama",01,015,116162,28213,1214,737,260,2070,1725,17963,6151,1080,4540,2555,28213,19177,6316,28213,19177,6888,8256,1214,2070,2416,4626,36437,17963,6620,4540,11854,7042,18474,1985,3635,0.063305000782187,0.2759836965041543,0.10699767711962833,0.35320284697508897,0.2126786957219673,0.24620516985546065,4.359587601202773,3.30103284934113
"Chambers County, Alabama",01,017,34612,8880,393,142,84,750,599,5382,2000,376,1467,542,8880,5775,1699,8880,5775,2142,2511,393,750,834,1284,10632,5382,2271,1467,2979,2118,5250,683,918,0.06805194805194806,0.28745928338762217,0.06629318394024276,0.42660836976889444,0.2194073353356741,0.3603151858286517,4.2241154238257455,6.435176958063182
"Cherokee County, Alabama",01,019,25069,6609,492,219,38,274,217,4765,1497,209,657,222,6609,5257,1552,6609,5257,1716,1574,492,274,320,762,8423,4765,1032,657,2626,1082,3658,255,431,0.09358949971466617,0.22827004219409283,0.12762237762237763,0.3717201166180758,0.13468054247942668,0.24409773899569817,2.439056121573874,2.912656256240265
"Chilton County, Alabama",01,021,45140,12257,574,216,145,590,493,8488,3214,492,1607,659,12257,9062,3218,12257,9062,3430,2391,574,590,799,1018,14540,8488,2396,1607,3656,1817,6052,638,1151,0.06334142573383358,0.23090608717753208,0.0629737609329446,0.35662381218557854,0.1675646614436985,0.29365005125263394,3.6454197944299582,5.6630540546135855
"Choctaw County, Alabama",01,023,12669,3246,138,69,15,343,320,2195,623,49,487,245,3246,2333,601,3246,2333,692,1112,138,343,374,600,4116,2195,539,487,1382,974,1921,335,294,0.05915130732961852,0.3364421416234888,0.09971098265895954,0.5325914149443561,0.27729083429387025,0.4328804322853966,5.687822582663763,5.341351581760788
"Clarke County, Alabama",01,025,23058,5181,267,111,72,381,365,3175,996,208,811,505,5181,3442,991,5181,3442,1107,1807,267,381,529,1011,6381,3175,1210,811,1996,1540,3206,437,713,0.07757117954677513,0.32448377581120946,0.1002710027100271,0.38,0.24691259626443435,0.2797289972899729,4.183045529371472,3.7897297297297294
"Clay County, Alabama",01,027,14209,3934,238,86,19,261,189,2931,915,80,287,122,3934,3169,959,3934,3169,1001,1055,238,261,326,491,4430,2931,439,287,1060,817,1499,208,202,0.07510255601136005,0.35276338514680483,0.08591408591408592,0.5073170731707317,0.27766082913544476,0.4214029872566458,4.697088939202624,5.904934770277935
"Cleburne County, Alabama",01,029,15144,3834,61,21,88,123,104,2925,1014,35,504,230,3834,2986,863,3834,2986,1035,875,61,123,212,602,4886,2925,636,504,1325,814,1961,192,265,0.02042866711319491,0.29333333333333333,0.020289855072463767,0.4201312910284464,0.2729046662201384,0.3998414359559826,14.358907103825137,20.706470772116287
"Coffee County, Alabama",01,031,53559,13698,598,265,169,898,757,9230,3501,435,2040,1167,13698,9828,3518,13698,9828,3766,3241,598,898,1088,1555,17122,9230,2782,2040,5110,2643,7892,926,1602,0.06084656084656084,0.2508780256288562,0.07036643653744025,0.3662974683544304,0.19003146478229535,0.29593103181699015,4.123125812509028,5.205570814425603
"Colbert County, Alabama",01,033,57270,14999,665,324,114,983,830,10399,3335,435,2080,953,14999,11064,3419,14999,11064,3659,3607,665,983,1123,1819,19659,10399,2812,2080,6448,2942,9260,944,1388,0.06010484454085322,0.24110801507949517,0.08854878382071604,0.40480274442538594,0.18100317053864196,0.3162539606046699,4.011457261412834,4.571522351396565
"Conecuh County, Alabama",01,035,11576,2601,113,44,33,157,142,1600,322,23,571,207,2601,1713,314,2601,1713,366,838,113,157,190,535,3615,1600,698,571,1317,725,2015,175,230,0.06596614127262113,0.2645985401459854,0.12021857923497267,0.43209876543209874,0.19863239887336426,0.3118801861971261,4.011126542213035,3.5942760942760943
"Coosa County, Alabama",01,037,10329,2761,75,13,21,124,116,1905,476,55,453,187,2761,1980,452,2761,1980,489,461,75,124,145,241,3538,1905,636,453,997,386,1633,137,242,0.03787878787878788,0.19118375433382861,0.026584867075664622,0.36147757255936674,0.15330496645504074,0.33489270548370215,5.047251114413076,13.59711792165618
"Covington County, Alabama",01,039,37542,9237,434,283,151,672,576,6245,2208,242,1132,693,9237,6679,2111,9237,6679,2491,2865,434,672,853,1578,11329,6245,1705,1132,3379,2431,5084,727,935,0.06497978739332236,0.3234863606121091,0.11360899237254114,0.43742478941034896,0.2585065732187868,0.32381579703780783,4.978261296148103,3.8502655491914464
"Crenshaw County, Alabama",01,041,13205,3012,82,44,10,131,110,2047,772,114,464,237,3012,2129,691,3012,2129,816,920,82,131,148,690,3919,2047,735,464,1137,838,1872,120,351,0.03851573508689526,0.3092250922509225,0.05392156862745098,0.25477707006369427,0.2707093571640272,0.20085550143624328,8.028539285392853,4.7249565720903295
"Cullman County, Alabama",01,043,88284,23598,971,573,194,1058,864,17400,6958,789,2532,1437,23598,18371,6849,23598,18371,7531,4646,971,1058,1289,2386,29003,17400,3938,2532,7665,3675,11603,1058,2226,0.05285504327472647,0.24054195575337087,0.07608551321205684,0.3221680876979294,0.18768691247864439,0.24608257448587254,4.550974530530563,4.23428947374015
"Dale County, Alabama",01,045,49455,12251,422,218,58,1113,1051,8100,2949,247,2007,836,12251,8522,2901,12251,8522,3167,3292,422,1113,1262,1608,16108,8100,2467,2007,5541,2870,8008,1109,1083,0.04951889227880779,0.26383526383526384,0.0688348594884749,0.5059306569343066,0.21431637155645605,0.4370957974458317,5.3279718445595226,7.349919222527289
"Dallas County, Alabama",01,047,38326,8477,298,148,54,1394,1168,4283,1130,144,1743,834,8477,4581,1092,8477,4581,1278,3873,298,1394,1538,2037,10880,4283,2358,1743,4239,3575,6597,1222,978,0.06505129884304738,0.35145497443963825,0.11580594679186229,0.5554545454545454,0.28640367559659086,0.43964859866268313,5.4027356976777945,4.796425061425061
"DeKalb County, Alabama",01,049,71680,18137,1448,984,282,935,693,12891,4991,480,1762,752,18137,14339,5405,18137,14339,5975,5027,1448,935,1247,2332,20663,12891,2551,1762,5221,3579,7772,975,1232,0.10098333217100217,0.31530261650955865,0.16468619246861924,0.44177616674218395,0.2143192843385565,0.27708997427356474,3.122323355062542,2.682533126305436
"Elmore County, Alabama",01,051,87694,23733,650,386,56,1153,969,16626,6637,645,3845,2009,23733,17276,6657,23733,17276,7023,3083,650,1153,1273,1160,29101,16626,5184,3845,7291,2433,12475,1025,2654,0.037624450104190785,0.16320096592433592,0.054962266837533816,0.2786083174775754,0.12557651582014512,0.22364605064004162,4.337630595859735,5.069083455038892
"Escambia County, Alabama",01,053,36755,7845,390,250,38,751,688,5100,1617,186,1118,519,7845,5490,1682,7845,5490,1867,3035,390,751,884,1761,9987,5100,1471,1118,3416,2645,4887,726,705,0.07103825136612021,0.3511683483802443,0.1339046598821639,0.5073375262054507,0.28013009701412406,0.37343286632328676,4.943369827198824,3.7887966457023055
"Etowah County, Alabama",01,055,103348,25321,1011,521,150,1717,1450,17105,5593,720,3970,2127,25321,18116,5663,25321,18116,6114,6430,1011,1717,1901,3518,32361,17105,5304,3970,9952,5419,15256,1600,2847,0.055807021417531466,0.26210399032648124,0.08521426234870788,0.35979311895659993,0.20629696890894977,0.27457885660789205,4.696613144168679,4.222217138772844
"Fayette County, Alabama",01,057,16297,4161,312,179,33,317,259,2931,942,103,419,239,4161,3243,998,4161,3243,1121,1349,312,317,350,687,4794,2931,568,419,1295,1037,1863,292,342,0.09620721554116558,0.35758620689655174,0.15967885816235505,0.4605678233438486,0.26137899135538617,0.30088896518149355,3.716833554376658,2.8843381562483477
"Franklin County, Alabama",01,059,32011,7417,387,178,54,570,532,5107,2004,191,827,347,7417,5494,1900,7417,5494,2182,1987,387,570,637,963,9252,5107,1286,827,2859,1600,4145,586,538,0.07044048052420823,0.278503046127067,0.08157653528872594,0.5213523131672598,0.20806256560285877,0.4397757778785339,3.9537357504447184,6.39095925466832
"Geneva County, Alabama",01,061,26647,6912,367,228,136,455,370,4968,1805,96,767,212,6912,5335,1841,6912,5335,2033,1984,367,455,622,995,8407,4968,955,767,2484,1617,3439,506,308,0.06879100281162137,0.31981803797468356,0.11214953271028037,0.6216216216216216,0.2510270351630622,0.5094720889113412,4.649125974373124,5.542792792792793
"Greene County, Alabama",01,063,7706,1489,135,26,11,234,223,737,180,23,307,131,1489,872,176,1489,872,206,927,135,234,263,529,1945,737,354,307,854,792,1208,234,154,0.15481651376146788,0.396,0.1262135922330097,0.6030927835051546,0.24118348623853214,0.4768791912721449,2.557866666666667,4.778350515463917
"Hale County, Alabama",01,065,14742,3158,247,128,35,242,221,1881,533,92,502,197,3158,2128,565,3158,2128,661,1566,247,242,278,1041,3837,1881,752,502,1204,1319,1956,256,289,0.11607142857142858,0.4027480916030534,0.19364599092284418,0.46972477064220186,0.28667666303162487,0.2760787797193577,3.46982971227246,2.4256880733944954
"Henry County, Alabama",01,067,17282,4351,169,24,10,325,309,3217,1074,94,404,154,4351,3386,1001,4351,3386,1098,1083,169,325,345,569,5603,3217,620,404,1766,914,2386,319,248,0.04991139988186651,0.276969696969697,0.02185792349726776,0.562610229276896,0.22705829708783046,0.5407523057796282,5.549227183073337,25.73941798941799
"Houston County, Alabama",01,069,107040,26980,1024,530,191,2211,1833,17713,6352,820,4033,2172,26980,18737,6257,26980,18737,6882,6981,1024,2211,2478,3479,34562,17713,5765,4033,11084,5957,16849,2024,2992,0.0546512248492288,0.26120319214241866,0.07701249636733508,0.40350877192982454,0.20655196729318986,0.32649627556248945,4.779457237473143,5.2395233366434955
"Jackson County, Alabama",01,071,52618,13916,818,402,139,1010,830,9529,3378,345,1436,729,13916,10347,3348,13916,10347,3780,3771,818,1010,1212,1741,16899,9529,2357,1436,5013,2953,7370,969,1074,0.07905673141973518,0.2860602538021893,0.10634920634920635,0.47430249632892807,0.20700352238245412,0.3679532899797217,3.618417415759478,4.459859293839174
"Jefferson County, Alabama",01,073,672265,162227,4420,2279,1212,11640,9650,104231,42191,4377,30701,14828,162227,108651,40320,162227,108651,44470,40807,4420,11640,13374,23013,224987,104231,40202,30701,80554,36387,120756,10862,19205,0.04068071163634021,0.23155342586052194,0.051248032381380704,0.36125985299497787,0.19087271422418173,0.31001182061359717,5.69197087628316,7.049243379853737
"Lamar County, Alabama",01,075,13885,3510,122,72,2,169,90,2641,1006,43,430,198,3510,2763,978,3510,2763,1078,891,122,169,196,573,4277,2641,551,430,1085,769,1636,92,241,0.04415490408975751,0.31975051975051977,0.06679035250463822,0.27627627627627627,0.27559561566076224,0.20948592377163805,7.2415630005793945,4.13646980313647
"Lauderdale County, Alabama",01,077,94329,24633,770,394,144,1409,1249,17599,6444,653,3188,1309,24633,18369,6153,24633,18369,6838,5652,770,1409,1567,3315,32585,17599,4697,3188,10289,4882,14986,1393,1962,0.04191844956176166,0.24572176364002415,0.05761918689675344,0.41520119225037255,0.2038033140782625,0.3575820053536191,5.86190009909559,7.205953686822456
"Lawrence County, Alabama",01,079,33116,8804,414,247,80,443,319,6546,2084,128,966,415,8804,6960,2121,8804,6960,2331,1985,414,443,543,1028,10844,6546,1301,966,2997,1571,4298,399,543,0.059482758620689656,0.26767762821605046,0.10596310596310596,0.42356687898089174,0.2081948695953608,0.31760377301778575,4.500087662762588,3.997305242528173
"Lee County, Alabama",01,081,175126,40425,1392,607,95,2291,1679,29463,12871,989,5106,2707,40425,30855,12585,40425,30855,13478,13460,1392,2291,2571,9497,51706,29463,6999,5106,15244,12068,22243,1774,3696,0.045114244044725325,0.35172393692984755,0.04503635554236533,0.3243144424131627,0.30660969288512224,0.27927808687079736,7.7962945933695735,7.201169777338727
"Limestone County, Alabama",01,083,104199,27092,871,457,147,1025,933,20887,9139,822,2747,1265,27092,21758,8846,27092,21758,9596,4070,871,1025,1174,2025,34502,20887,4160,2747,9455,3199,13615,1080,2087,0.04003125287250667,0.19025811823480432,0.0476240100041684,0.34101673508051783,0.15022686536229765,0.29339272507634945,4.752739536800083,7.160605229393106
"Lowndes County, Alabama",01,085,10153,2369,52,3,23,407,303,1211,383,0,632,303,2369,1263,346,2369,1263,386,1001,52,407,430,519,3000,1211,676,632,1113,949,1789,326,303,0.04117181314330958,0.34660336011687365,0.007772020725388601,0.5182829888712241,0.30543154697356406,0.5105109681458355,8.41846238130022,66.6857445680975
"Macon County, Alabama",01,087,19198,4210,208,53,38,578,418,1957,458,123,1107,424,4210,2165,382,4210,2165,511,1721,208,578,643,870,5410,1957,1402,1107,2051,1513,3453,456,547,0.09607390300230947,0.30467176802255336,0.10371819960861056,0.4546360917248255,0.20859786502024388,0.35091789211621494,3.171222970042442,4.383378167384638
"Madison County, Alabama",01,089,389781,101594,2604,1396,483,4495,3818,73545,28336,3124,14413,7884,101594,76149,27912,101594,76149,29732,17630,2604,4495,5176,9850,141939,73545,20269,14413,48125,15026,68394,4301,11008,0.034196115510380966,0.18012467034284343,0.046952778151486615,0.2809458488470834,0.14592855483246248,0.23399307069559677,5.267401506120271,5.983583078740318
"Marengo County, Alabama",01,091,19180,4175,128,43,0,392,328,2450,752,174,937,369,4175,2578,682,4175,2578,795,1692,128,392,392,1172,5687,2450,1205,937,2032,1564,3237,328,543,0.04965089216446858,0.325765465528015,0.05408805031446541,0.37657864523536166,0.2761145733635464,0.32249059492089627,6.561120079150177,6.962326115397965
"Marion County, Alabama",01,093,29203,7254,486,283,37,294,238,5323,1716,77,816,357,7254,5809,1811,7254,5809,1999,2064,486,294,331,1247,8954,5323,1114,816,2517,1578,3631,275,434,0.08366328111551041,0.30293722403532347,0.14157078539269635,0.38787023977433005,0.21927394291981306,0.2462994543816337,3.620910153130029,2.7397618703494198
"Marshall County, Alabama",01,095,97923,25208,1089,686,194,1688,1405,17741,6846,1014,2723,1422,25208,18830,6856,25208,18830,7532,5585,1089,1688,2006,2490,30345,17741,4372,2723,8232,4496,12604,1599,2436,0.05783324482209241,0.2629239766081871,0.09107806691449814,0.3962825278810409,0.20509073178609472,0.30520446096654275,4.546242864584172,4.351020408163265
"Mobile County, Alabama",01,097,413878,101130,3216,2037,828,8275,6957,65309,25580,3016,16985,8807,101130,68525,24886,101130,68525,27617,27497,3216,8275,9527,14754,132108,65309,23078,16985,43721,24281,66799,7785,11823,0.04693177672382342,0.26658981115502856,0.07375891660933483,0.39703182374541,0.21965803443120513,0.3232729071360752,5.680369032773114,5.382831554431512
"Monroe County, Alabama",01,099,19816,4386,226,43,27,450,387,2966,696,68,563,198,4386,3192,624,4386,3192,739,1655,226,450,492,937,5643,2966,702,563,1975,1429,2677,414,266,0.07080200501253132,0.34802727715538234,0.058186738836265225,0.6088235294117647,0.27722527214285103,0.5506367905754994,4.915500303893719,10.463269493844049
"Montgomery County, Alabama",01,101,228132,54071,1341,667,865,6478,5519,30121,11890,1537,12106,7079,54071,31462,11577,54071,31462,12557,17101,1341,6478,7450,8310,72620,30121,15159,12106,27340,15760,42499,6384,8616,0.042622846608607205,0.2705161434284832,0.053117782909930716,0.4256,0.22789329681987597,0.37248221709006923,6.346740420989514,8.01238260869565
"Morgan County, Alabama",01,103,123102,31864,1516,615,118,1692,1437,22399,8585,946,4224,1950,31864,23915,8090,31864,23915,9200,6677,1516,1692,1889,3272,41327,22399,6060,4224,12868,5161,18928,1555,2896,0.06339117708551119,0.2142471667566109,0.06684782608695652,0.34935969445068527,0.1508559896710997,0.28251186836372877,3.3797631879843992,5.226193803164723
"Perry County, Alabama",01,105,8479,1847,30,26,0,512,377,872,219,0,406,102,1847,902,181,1847,902,245,796,30,512,512,254,2279,872,433,406,974,766,1407,377,102,0.03325942350332594,0.35250805338242064,0.10612244897959183,0.7870563674321504,0.3192486298790947,0.6809339184525585,10.59874213836478,7.416492693110648
"Pickens County, Alabama",01,107,18925,4468,169,79,19,508,426,2918,805,89,677,317,4468,3087,725,4468,3087,884,1515,169,508,539,807,5568,2918,842,677,1808,1346,2650,445,406,0.054745707806932296,0.33683683683683685,0.08936651583710407,0.5229142185663925,0.2820911290299046,0.43354770272928844,6.152753345061037,5.851343914084696
"Pike County, Alabama",01,109,32997,6552,183,81,33,460,379,4281,1418,161,1260,785,6552,4464,1398,6552,4464,1499,2753,183,460,500,2070,9243,4281,1588,1260,3374,2570,4962,412,946,0.04099462365591398,0.3412108337758895,0.054036024016010674,0.30338733431516934,0.3002162101199755,0.24935131029915866,8.323306896041371,5.614538446153566
"Randolph County, Alabama",01,111,22179,6045,505,157,100,272,244,3890,1222,277,836,457,6045,4395,1279,6045,4395,1379,1864,505,272,475,884,6865,3890,1175,836,1800,1359,2975,344,734,0.1149032992036405,0.3135671435163821,0.11385061638868746,0.31910946196660483,0.1986638443127416,0.20525884557791738,2.7289655361475234,2.802878650012408
"Russell County, Alabama",01,113,58849,14694,737,438,26,1587,1422,9090,3483,516,2037,1168,14694,9827,3719,14694,9827,3921,5006,737,1587,1640,2629,18456,9090,3227,2037,6139,4269,9366,1448,1684,0.07499745598860283,0.3130913091309131,0.1117061973986228,0.4623243933588761,0.23809385314231027,0.3506181959602533,4.174692394612595,4.13875330219213
"St. Clair County, Alabama",01,115,91719,24843,858,495,88,1097,796,18578,7827,772,3005,1449,24843,19436,7581,24843,19436,8322,3472,858,1097,1185,1429,30366,18578,4222,3005,7566,2614,11788,884,2221,0.044144885778966865,0.18150256908762671,0.05948089401586157,0.28470209339774555,0.13735768330865986,0.22522119938188398,4.111519735183116,4.7864461035475525
"Shelby County, Alabama",01,117,223916,59991,1453,603,133,1126,949,48238,21002,1178,6423,3840,59991,49691,20274,59991,49691,21605,6666,1453,1126,1374,3839,77110,48238,8926,6423,19946,5213,28872,1082,5018,0.029240707572799902,0.15294117647058825,0.027910205970840082,0.17737704918032787,0.12370046889778835,0.14946684320948778,5.2304198210598765,6.3552755348938375
"Sumter County, Alabama",01,119,12196,3010,47,17,80,418,356,1589,321,88,679,223,3010,1636,269,3010,1636,338,1313,47,418,498,768,3485,1589,876,679,1020,1266,1896,436,311,0.028728606356968216,0.40037950664136623,0.05029585798816568,0.5836680053547524,0.371650900284398,0.5333721473665867,13.93661431628245,11.604693282935665
"Talladega County, Alabama",01,121,81105,21944,851,319,222,2368,2092,13833,5040,629,3051,1684,21944,14684,4635,21944,14684,5359,6319,851,2368,2826,2642,26040,13833,4434,3051,7773,5468,12207,2314,2313,0.0579542359030237,0.30936350777934934,0.059526030975928346,0.5001080613788632,0.25140927187632567,0.44058203040293487,5.338065509085742,8.401501883790997
"Tallapoosa County, Alabama",01,123,41251,10754,490,157,104,926,865,6909,2128,473,1446,699,10754,7399,1926,10754,7399,2285,2986,490,926,1058,1438,13452,6909,2297,1446,4246,2496,6543,969,1172,0.06622516556291391,0.2761367407899104,0.0687089715536105,0.4525922466137319,0.2099115752269965,0.3838832750601214,4.1696647859276466,6.587090977785843
"Tuscaloosa County, Alabama",01,125,231558,53530,2058,1042,227,3710,3081,37189,15920,1396,7734,3954,53530,39247,15817,53530,39247,16962,15015,2058,3710,4102,8855,69728,37189,10181,7734,22358,12957,32539,3308,5350,0.0524371289525314,0.2847942676279233,0.061431434972291005,0.3820743820743821,0.23235713867539193,0.32064294710209107,5.431156764622501,6.219525593805824
"Walker County, Alabama",01,127,64978,16669,684,271,78,1118,1049,11525,3860,523,2163,964,16669,12209,3632,16669,12209,4131,4333,684,1118,1250,2399,20385,11525,3210,2163,5650,3649,8860,1127,1487,0.056024244409861576,0.2917099688224478,0.06560154926167998,0.43114001530221885,0.23568572441258623,0.36553846604053886,5.206852352855651,6.572101118868878
"Washington County, Alabama",01,129,15434,4050,220,57,28,275,238,2905,1062,55,380,138,4050,3125,1027,4050,3125,1119,1162,220,275,344,598,4344,2905,581,380,858,942,1439,266,193,0.0704,0.39563208735825284,0.05093833780160858,0.579520697167756,0.3252320873582528,0.5285823593661474,5.619773968157,11.376906318082789
"Wilcox County, Alabama",01,131,10441,2288,57,25,39,328,272,1161,284,29,628,184,2288,1218,274,2288,1218,309,1024,57,328,393,574,2555,1161,677,628,717,967,1394,311,213,0.046798029556650245,0.4095722151630665,0.08090614886731391,0.5935114503816794,0.3627741856064163,0.5126053015143655,8.751911545063422,7.335801526717558
"Winston County, Alabama",01,133,23655,6502,328,150,13,427,334,4820,1319,223,513,218,6502,5148,1379,6502,5148,1469,1626,328,427,445,853,7477,4820,909,513,1748,1298,2657,347,441,0.06371406371406371,0.3281921618204804,0.10211027910142954,0.4403553299492386,0.26447809810641665,0.33824505084780904,5.151016003206808,4.312546531302877
